x,y,Fire_NUM,Year,RSPNCE_TYP,Ignition_Date,Fire_Out_Date,Status,Fire_Cause,Fire_Center,Zone,Fire_ID,Location,Latitude,Longitude,Size,Link
1466834.701,875196.9094,G30551,2023,Full,05/31/2023,06/02/2023,Out,Lightning,4,3,551,Paradise Falls,52.68,-119.0707,0.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30551
1320816.613,792751.9855,C40393,2023,Full,05/18/2023,05/20/2023,Out,Lightning,7,4,393,W of Murphy Lake,52.0504,-121.3111,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40393
1618988.258,588147.8288,N50764,2023,Full,06/13/2023,06/14/2023,Out,Lightning,6,5,764,Idaho Peak,49.9686,-117.3509,0.07,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50764
1088269.401,754427.5411,C51249,2023,Full,07/07/2023,07/09/2023,Out,Lightning,7,5,1249,W of Horn Lake,51.7948,-124.7183,0.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C51249
1607827.168,531869.8114,N51601,2023,Full,07/12/2023,07/13/2023,Out,Lightning,6,5,1601,Langill Creek,49.4781,-117.5983,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N51601
1562840.167,488698.5061,N60692,2023,Full,06/08/2023,06/09/2023,Out,Lightning,6,6,692,Treadmill Creek South,49.1381,-118.2798,0.015,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N60692
1305362.012,754074.9517,C41129,2023,Full,06/29/2023,07/07/2023,Out,Lightning,7,4,1129,2.1km S of Enterprise Lake,51.713,-121.5717,1.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41129
1570398.813,483829.7878,N60891,2023,Full,06/24/2023,06/25/2023,Out,Lightning,6,6,891,Baker Creek,49.0871,-118.1843,0.02,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N60891
1168070.58,1110242.561,G61547,2023,Full,07/11/2023,07/12/2023,Out,Lightning,4,6,1547,McDougall River,54.9632,-123.3683,0.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61547
1207129.354,1329786.291,G80848,2023,Full,06/23/2023,06/24/2023,Out,Lightning,4,8,848,West of Cameron River,56.9137,-122.5922,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80848
1453571.737,805974.5003,G30728,2023,Full,06/10/2023,06/14/2023,Out,Lightning,4,3,728,Peddie Creek,52.0735,-119.3624,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30728
1512394.455,818524.0823,N41077,2023,Full,07/01/2023,07/06/2023,Out,Lightning,6,4,1077,Encampment Creek,52.1328,-118.4882,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N41077
1174246.893,909198.7076,C10439,2023,Full,05/20/2023,05/24/2023,Out,Lightning,7,1,439,9km E of Trout Lake,53.161,-123.3878,1.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10439
1345061.262,773204.7913,C40874,2023,Full,06/24/2023,06/26/2023,Out,Lightning,7,4,874,S Schoolhouse Lake,51.8605,-120.9781,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40874
1610896.33,520392.4814,N50518,2023,Full,05/27/2023,05/29/2023,Out,Lightning,6,5,518,Sentinel Mountain,49.3723,-117.575,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50518
1193095.18,1102607.997,G11161,2023,Full,07/06/2023,07/09/2023,Out,Lightning,4,1,1161,Hammett Creek,54.8859,-122.982,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11161
1321374.439,795422.1064,C40385,2023,Full,05/18/2023,05/20/2023,Out,Lightning,7,4,385,N of Eagle Lake,52.074,-121.3004,0.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40385
1418688.88,682743.7604,K21444,2023,Full,07/09/2023,07/11/2023,Out,Lightning,5,2,1444,Mt. Leslie,50.9998,-120.0222,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21444
1409864.667,809840.1934,K21383,2023,Modified,07/08/2023,07/11/2023,Out,Lightning,5,2,1383,Kostel Lake,52.143,-119.994,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21383
1243702.755,1082026.42,G10986,2023,Full,06/28/2023,06/30/2023,Out,Lightning,4,1,986,Table River,54.6799,-122.2096,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10986
1222625.845,934697.0533,G10836,2023,Full,06/21/2023,06/22/2023,Out,Lightning,4,1,836,White Landing Road,53.371,-122.6454,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10836
1382942.832,1100134.964,G70451,2023,Full,05/20/2023,05/20/2023,Out,Lightning,4,7,451,Wapiti River,54.7558,-120.0287,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70451
932165.5121,1172593.634,R41632,2023,Full,07/12/2023,07/22/2023,Out,Lightning,3,4,1632,Cataline Creek,55.5451,-127.0774,0.16,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41632
1277456.852,904618.1102,C10382,2023,Full,05/18/2023,05/29/2023,Out,Lightning,7,1,382,1.2 km W of Heyde Creek,53.0758,-121.8475,74,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10382
1281468.645,744101.362,C40384,2023,Full,05/17/2023,06/15/2023,Out,Lightning,7,4,384,5.3km S of Emerald Lake,51.6366,-121.9257,536,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40384
1317236.535,756259.1099,C40478,2023,Full,05/21/2023,05/21/2023,Out,Lightning,7,4,478,E of Lily Pad Lake,51.7258,-121.3979,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40478
1320581.918,766212.2138,C40409,2023,Full,05/19/2023,05/20/2023,Out,Lightning,7,4,409,2.3km W of Chub Lake,51.813,-121.34,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40409
1440040.9,907347.4839,G30423,2023,Full,05/20/2023,06/13/2023,Out,Lightning,4,3,423,Little Lost Lake,52.9898,-119.4218,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30423
1395555.727,655324.9007,K20714,2023,Full,06/10/2023,06/11/2023,Out,Lightning,5,2,714,Long Lake Road,50.7713,-120.3821,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20714
1278078.665,704722.9889,C40197,2023,Full,05/03/2023,05/07/2023,Out,Lightning,7,4,197,E of Poison Lake,51.2855,-122.0068,53,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40197
1339362.943,1017991.002,G10733,2023,Full,06/09/2023,06/12/2023,Out,Lightning,4,1,733,McCullough Creek,54.053,-120.7995,0.02,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10733
1344711.258,762313.5007,C40938,2023,Full,06/24/2023,06/27/2023,Out,Lightning,7,4,938,E of Chris Lake Road,51.7633,-120.9944,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40938
1356268.899,731852.8977,C41603,2023,Full,07/11/2023,07/13/2023,Out,Lightning,7,4,1603,Sheridan Lake,51.4832,-120.8592,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41603
1225560.666,604046.2287,V31640,2023,Full,07/10/2023,07/14/2023,Out,Lightning,2,3,1640,E of Gamelin Creek,50.4063,-122.8246,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31640
1318024.866,793900.9017,C40394,2023,Full,05/18/2023,05/20/2023,Out,Lightning,7,4,394,E of Two Mile Lake,52.0623,-121.3507,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40394
918184.8066,1079689.068,R31973,2023,Full,07/20/2023,07/21/2023,Out,Lightning,3,3,1973,0.6km W of Pine Creek,54.7109,-127.2729,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31973
1158251.208,1107728.565,G61414,2023,Full,07/09/2023,07/11/2023,Out,Lightning,4,6,1414,Mount McKinnon,54.9438,-123.5233,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61414
1490085.919,667208.7641,K41888,2023,,07/19/2023,07/21/2023,Out,Lightning,5,4,1888,Annis FSR,50.8023,-119.0307,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41888
1402345.662,694228.5976,K21443,2023,Full,07/09/2023,07/11/2023,Out,Lightning,5,2,1443,Poison Creek,51.1147,-120.2412,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21443
1198420.731,614256.8164,V31727,2023,Full,07/10/2023,07/18/2023,Out,Lightning,2,3,1727,South Creek,50.5082,-123.2006,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V31727
1153692.106,1031424.56,G11147,2023,Full,07/05/2023,07/22/2023,Out,Lightning,4,1,1147,Margaret Lake,54.262,-123.6345,2.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11147
1613587.547,591060.0479,N50758,2023,Full,06/12/2023,06/14/2023,Out,Lightning,6,5,758,Wee Sandy Creek 1,50.0005,-117.4207,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50758
1320426.579,793390.8951,C40392,2023,Full,05/18/2023,05/31/2023,Out,Lightning,7,4,392,2.1km  of Eagle Lake,52.0563,-121.3162,24,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40392
1243057.534,958493.3156,G11006,2023,Full,06/28/2023,06/30/2023,Out,Lightning,4,1,1006,George Creek,53.5749,-122.3195,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11006
1528105.234,665383.9047,K41354,2023,Full,07/08/2023,07/10/2023,Out,Lightning,5,4,1354,Garnet Ridge # 2,50.7511,-118.4967,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41354
1286431.117,741792.5388,C40397,2023,Full,05/19/2023,05/22/2023,Out,Lightning,7,4,397,1.1km SW end of Snag FSR,51.6133,-121.856,1.999,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C40397
1407448.175,805504.8406,K21379,2023,Modified,07/09/2023,,Out of Control,Lightning,5,2,1379,Pillpill Range,52.106,-120.0346,439,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21379
1474204.508,701431.2753,K41211,2023,Full,07/07/2023,07/08/2023,Out,Lightning,5,4,1211,Vegetation Creek,51.122,-119.2086,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41211
1412024.201,810341.3389,K21384,2023,Modified,07/09/2023,,Out of Control,Lightning,5,2,1384,Kostel Cone,52.1458,-119.9619,13471,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21384
1410208.534,639719.0777,K20444,2023,Full,05/20/2023,05/23/2023,Out,Lightning,5,2,444,Campbell Creek,50.621,-120.193,0.15,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20444
1619006.987,587642.0517,N50398,2023,Full,05/18/2023,05/20/2023,Out,Lightning,6,5,398,Emily Creek,49.964,-117.3515,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50398
1465005.762,815092.1999,G30425,2023,Full,05/18/2023,05/27/2023,Out,Lightning,4,3,425,Mud Lake,52.1451,-119.1833,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30425
1227407.406,970076.9586,G11496,2023,Full,07/09/2023,07/10/2023,Out,Lightning,4,1,1496,N of Wishon Lake,53.6857,-122.5475,0.05,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11496
1384593.037,729419.1621,K21399,2023,Full,07/09/2023,07/12/2023,Out,Lightning,5,2,1399,Phinetta Creek,51.4423,-120.4549,0.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21399
1043761.558,604713.8469,V81909,2023,Full,07/19/2023,07/20/2023,Out,Lightning,2,8,1909,Shoal Bay,50.456,-125.3835,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V81909
1734476.132,595125.3625,N20406,2023,Full,05/17/2023,05/23/2023,Out,Lightning,6,2,406,Farstad Way,49.8925,-115.7439,7.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20406
1373121.876,867503.4881,C30573,2023,Full,05/21/2023,06/05/2023,Out,Lightning,7,3,573,1km E of Niagara Creek,52.6852,-120.4642,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C30573
1395430.524,655832.4732,K20725,2023,Full,06/10/2023,06/11/2023,Out,Lightning,5,2,725,Long Lake 2,50.776,-120.3833,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20725
1409977.809,683280.596,K20751,2023,Full,06/10/2023,06/13/2023,Out,Lightning,5,2,751,Badger Lake,51.0111,-120.1454,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20751
1443645.695,893154.8913,G30664,2023,Full,05/18/2023,06/14/2023,Out,Lightning,4,3,664,Mica Mountain,52.8601,-119.388,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30664
1452739.578,839540.0039,G30612,2023,Full,06/04/2023,,Under Control,Lightning,4,3,612,Lempiere Creek,52.3739,-119.3284,277,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30612
1331272.93,756262.3566,C41137,2023,Full,07/03/2023,07/05/2023,Out,Lightning,7,4,1137,SE of Roundup Lake,51.7175,-121.1949,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41137
945977.4279,1078020.227,R32103,2023,Full,07/21/2023,07/22/2023,Out,Lightning,3,3,2103,Deception Lake FSR,54.6996,-126.8403,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R32103
1498865.224,807269.2656,N40596,2023,Modified,05/20/2023,,Under Control,Lightning,6,4,596,Soards Creek,52.0451,-118.7021,1138.93,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N40596
1446470.637,553394.5243,K50624,2023,Full,06/01/2023,06/30/2023,Out,Lightning,5,5,624,Pigeon Creek,49.8203,-119.7892,33,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50624
1391499.642,717945.7172,K21587,2023,Full,07/10/2023,07/12/2023,Out,Lightning,5,2,1587,Caverhill Lake,51.3347,-120.3688,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21587
1427482.899,610819.3694,K41197,2023,Full,07/05/2023,07/09/2023,Out,Lightning,5,4,1197,Salmon River,50.3493,-119.9843,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41197
1329375.175,762845.307,C41070,2023,Full,06/28/2023,07/03/2023,Out,Lightning,7,4,1070,1.6km NW of Upper Lake,51.7776,-121.2159,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41070
1438813.726,811844.906,K20469,2023,Modified,05/17/2023,,Under Control,Lightning,5,2,469,Murtle Lake,52.1381,-119.5694,1270,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20469
1270110.095,899864.1585,C10418,2023,Full,05/18/2023,05/20/2023,Out,Lightning,7,1,418,1.2km N of Wingdam Lake,53.037,-121.9613,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10418
1425503.042,669685.8209,K21591,2023,Full,07/12/2023,07/12/2023,Out,Lightning,5,2,1591,Henderson Creek,50.8777,-119.9413,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21591
1262618.277,1501922.047,G90727,2023,Full,06/11/2023,06/12/2023,Out,Lightning,4,9,727,5km SW of Ella Creek,58.4276,-121.5017,3.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90727
1271757.662,1590515.548,G90631,2023,Full,06/04/2023,06/05/2023,Out,Lightning,4,9,631,10km North of Kotcho lake,59.2162,-121.2438,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90631
1407671.461,810126.006,K21382,2023,Modified,07/08/2023,07/13/2023,Out,Lightning,5,2,1382,Majerus Lake,52.1472,-120.0256,350,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21382
1360103.631,785586.2735,C41556,2023,Full,07/09/2023,07/12/2023,Out,Lightning,7,4,1556,3.4km N of Kellington Lake,51.9615,-120.7466,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41556
1177795.861,1652909.101,G91133,2023,Full,06/04/2023,07/05/2023,Out,Lightning,4,9,1133,Emil Creek,59.8236,-122.8368,2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91133
1413271.01,653540.5708,K20716,2023,Full,06/10/2023,06/10/2023,Out,Lightning,5,2,716,Gibraltar Rock,50.7425,-120.1337,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20716
1418319.114,669244.1282,K21628,2023,Full,07/12/2023,,Under Control,Lightning,5,2,1628,Devick Lake,50.8792,-120.0436,0.55,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21628
1252933.107,1243066.697,G70869,2023,Full,06/24/2023,06/26/2023,Out,Lightning,4,7,869,Brenot Creek,56.1159,-121.9223,0.43,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70869
1405282.656,839478.4101,K21139,2023,Full,07/01/2023,07/06/2023,Out,Lightning,5,2,1139,Crystal Cataract,52.4113,-120.0243,0.15,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21139
1608458.229,516257.3557,N50604,2023,Full,06/01/2023,06/05/2023,Out,Lightning,6,5,604,Mount Sentinel,49.338,-117.6151,0.025,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50604
1590011.537,760729.6118,N40941,2023,Full,06/24/2023,06/28/2023,Out,Lightning,6,4,941,Beaver River,51.5388,-117.4625,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N40941
1163907.137,950665.7327,G41108,2023,Full,07/03/2023,07/04/2023,Out,Lightning,4,4,1108,Chilako River,53.5357,-123.5209,0.08,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41108
949647.4027,1081561.479,R32118,2023,Full,07/22/2023,07/22/2023,Out,Lightning,3,3,2118,1.5 km N of Burnbridge Creek,54.7317,-126.7838,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R32118
1026680.491,590822.2673,V81814,2023,Full,07/17/2023,07/18/2023,Out,Lightning,2,8,1814,E Amor De Cosmos Creek,50.3323,-125.6251,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V81814
1331239.345,756315.926,C41520,2023,Full,07/10/2023,07/11/2023,Out,Lightning,7,4,1520,S of Roundup Lake,51.718,-121.1953,0.15,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41520
1449155.043,743077.5701,K21008,2023,Full,06/29/2023,07/04/2023,Out,Lightning,5,2,1008,Burton Creek,51.5152,-119.5108,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21008
1280530.164,1459907.77,G81730,2023,Full,06/16/2023,07/19/2023,Out,Lightning,4,8,1730,Nettel Creek,58.0408,-121.244,50,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G81730
1596730.115,516877.976,N50931,2023,Full,06/13/2023,06/27/2023,Out,Lightning,6,5,931,Rialto Creek,49.3559,-117.7742,0.015,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50931
1015062.449,1367491.271,G61138,2023,Full,07/05/2023,,Being Held,Lightning,4,6,1138,Stelkuz Creek,57.2962,-125.7498,5.21,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61138
1298078.762,1204272.976,G70828,2023,Full,06/20/2023,06/21/2023,Out,Lightning,4,7,828,East Pine River,55.7437,-121.2385,0.02,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70828
1471546.803,797446.1047,K20710,2023,Monitor,05/17/2023,06/20/2023,Out,Lightning,5,2,710,Organa Creek,51.9819,-119.1131,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20710
1405886.986,673495.9609,K21895,2023,Full,07/17/2023,07/19/2023,Out,Lightning,5,2,1895,Knouff Creek,50.9265,-120.2149,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21895
1395564.101,655323.6311,K20799,2023,Full,06/10/2023,06/19/2023,Out,Lightning,5,2,799,Long Lake Road,50.7713,-120.3819,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20799
1465056.501,815123.3111,G30534,2023,Full,05/20/2023,06/13/2023,Out,Lightning,4,3,534,Mud Lake,52.1454,-119.1825,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30534
1346025.875,655292.895,K21845,2023,Full,07/17/2023,07/18/2023,Out,Lightning,5,2,1845,Battle Creek FSR,50.8041,-121.0831,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21845
1396076.055,610507.1271,K21596,2023,Full,07/07/2023,07/13/2023,Out,Lightning,5,2,1596,Stump Lake,50.3696,-120.4247,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21596
1314451.276,1200514.508,G71401,2023,Full,06/28/2023,07/09/2023,Out,Lightning,4,7,1401,Coldstream Creek,55.7,-120.982,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71401
1447225.821,758025.7584,K20474,2023,Full,05/20/2023,05/22/2023,Out,Lightning,5,2,474,SE of Wabrun,51.6504,-119.5188,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20474
1273576.925,1299681.804,G81004,2023,Full,06/24/2023,06/30/2023,Out,Lightning,4,8,1004,Inga Lake,56.6111,-121.5328,2.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G81004
1730940.664,623592.5434,N20978,2023,Full,06/28/2023,06/30/2023,Out,Lightning,6,2,978,Mount Granger,50.1503,-115.7353,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20978
1113978.292,1020151.575,G41081,2023,Full,07/02/2023,07/02/2023,Out,Lightning,4,4,1081,Clear Creek,54.1714,-124.2498,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41081
1435136.33,679542.7257,K20653,2023,Full,05/21/2023,06/07/2023,Out,Lightning,5,2,653,Cahilty Main FSR,50.9584,-119.7926,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20653
1265355.868,828907.0512,C20374,2023,Full,05/18/2023,05/19/2023,Out,Lightning,7,2,374,1.2km NW of Tyee Lake,52.4043,-122.0907,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20374
1261071.311,853246.9218,C20426,2023,Full,05/19/2023,05/21/2023,Out,Lightning,7,2,426,N of Burgess Creek,52.6243,-122.1342,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20426
1293928.542,854990.691,C30401,2023,Full,05/19/2023,05/22/2023,Out,Lightning,7,3,401,2km NE of Prior Lake,52.6228,-121.6472,2.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C30401
1465852.734,850752.4557,G30422,2023,Full,05/19/2023,05/22/2023,Out,Lightning,4,3,422,Moonbeam Creek,52.4627,-119.1203,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30422
1267046.942,830908.752,C20371,2023,Full,05/18/2023,05/19/2023,Out,Lightning,7,2,371,E of Howes Lake,52.4213,-122.0642,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C20371
1722469.787,622237.4793,N20403,2023,Full,05/18/2023,05/20/2023,Out,Lightning,6,2,403,Findlay FSR,50.1492,-115.8554,0.42,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20403
1199879.223,850622.4113,C10431,2023,Full,05/20/2023,05/29/2023,Out,Lightning,7,1,431,11km W of Tzenzaicut Lake,52.6272,-123.0407,75,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C10431
1692560.518,666132.2271,N20772,2023,Full,06/13/2023,06/14/2023,Out,Lightning,6,2,772,Horsethief Creek Powerline Road,50.5775,-116.185,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20772
1349184.715,1287868.684,G80650,2023,Full,06/05/2023,06/07/2023,Out,Lightning,4,8,650,NW Goodlaw,56.457,-120.3183,0.9,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80650
1503418.767,676189.4931,K41859,2023,Full,07/17/2023,07/18/2023,Out,Lightning,5,4,1859,Yard Creek South,50.8706,-118.8295,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41859
1086528.45,968482.4836,G41035,2023,Full,07/01/2023,07/22/2023,Out,Lightning,4,4,1035,Nechako River,53.7139,-124.6859,1.88,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41035
1445799.131,889071.6213,G30360,2023,Full,05/16/2023,05/26/2023,Out,Lightning,4,3,360,Westridge,52.8219,-119.3618,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30360
