Year,latitude,longitude,Size,Geographic
2017,55.17501667,-124.93445,6.5,Tchentlo Lake
2017,55.59425,-126.0206,40,2 km W Driftwood FSR
2017,52.31366667,-118.3704833,2100,Dawson Creek/ Kinbasket Lake
2017,53.45231667,-123.1864833,10.2,Punchaw
2017,53.68398333,-121.1526333,53,Slim Creek
2017,59.72005,-120.8656167,4655.1,Suhm Creek
2017,54.23965,-123.18615,5.2,2.5 nm West/Southwest of G11556
2017,53.36053333,-124.5531833,112,Chutali Lake
2017,54.31653333,-121.60455,43.1,3.5 Miles East of Otter Lake
2017,54.75573333,-121.32685,229,Imperial Creek
2017,56.098,-123.39145,9.4,Near Bernard Creek
2017,55.40263333,-122.082,58,37 Km Hasler FSR
2017,56.97815,-124.65055,15,8nm East of Deception Cone
2017,55.98283333,-123.119,42,Williston Lake
2017,55.88683333,-124.1715,37.2,Fries Creek
2017,59.45348333,-121.0011833,301.1,Sahdoanah Creek
2017,55.99151667,-123.3662833,58,Mount Crysdale
2017,59.56458333,-120.8755167,37.7,Kimea Creek
2017,59.7423,-121.3035333,135,Kil Creek
2017,59.02468333,-120.94705,173.2,5 mile se kotcho
2017,57.74056667,-123.6893667,173.5,Sleeping Chief Mountain
2017,58.76556667,-124.9415,11.7,10 miles East of Toad River
2017,56.48523333,-121.1900167,6,Mile 70 on Alaska Hwy
2017,49.71063333,-115.1804,34.14,Bull River
2017,50.01286667,-117.3382333,5.5,Mt Carpenter
2017,49.88913333,-117.8282,27.8,Woden Crk
2017,51.44661667,-117.5542,1632,Mountain Creek /Parks Canada/ Modified R...
2017,50.37165,-116.7138667,330,Glacier Cr - Modified Response
2017,50.13108333,-118.1498667,24.1,Fife Creek
2017,50.63686667,-117.79145,445,Galena - Modified Response
2017,49.77728333,-117.7593667,5.4,Hoder Creek
2017,50.12535,-116.7983,4280,Winters Creek - Modified Response
2017,50.98928333,-115.82975,4833,Verdant Creek /Parks Canada- Modified re...
2017,49.32573333,-114.6246167,10.5,Shepp Creek - Modified Response
2017,49.51466667,-118.0202,9.2,Deer Creek
2017,51.08056667,-117.5767667,1343.7,Mt McBean - Modified Response
2017,50.42271667,-117.2007833,1400,Rapid Creek -Modified Response
2017,49.03093333,-115.5409,39,Ward-Bloom
2017,51.45483333,-117.9753167,508,3.4 km West of Sorcerer Mtn.- Modified R...
2017,49.52901667,-117.0287167,3117,Harrop Creek
2017,50.60486667,-117.2274,1070,Healy Creek - Modified Response
2017,50.01648333,-115.75285,1032.5,Island Pond
2017,49.92133333,-116.6606667,40,Campbell Creek - Modified Response
2017,50.99511667,-117.5447333,310.3,Battle Mtn - Modified Response
2017,50.21296667,-115.3470833,26399,White River- Modified Response
2017,49.02673333,-117.3498,410,McCormick Creek
2017,49.542,-118.5223667,2500,Bluejoint - Modified Response
2017,49.0131,-118.0270167,6.7,10 km E of Laurier
2017,49.87146667,-115.319,11763.7,Quinn Creek
2017,49.82991667,-116.2516667,322,White Creek- Monitor
2017,50.0098,-117.7022667,39.5,Caribou Creek
2017,50.27751667,-117.5765333,71,Hamling Lake - Modified Response
2017,49.62315,-117.1715,80,Morley Creek
2017,51.8824,-117.93295,213,Windy Creek - Modified Response
2017,51.4819,-118.2289,151,N of Standard Peak- Modified Response
2017,50.87193333,-117.5869333,37.6,Ruby Silver Creek-Modified Response
2017,49,-115.3666667,1285.4,Linklater Creek
2017,49.31665,-115.8783333,2215,Lamb Creek
2017,50.5552,-115.3324833,203,Mount King George-Monitor
2017,49.28333333,-114.7663333,1751,Lodgepole FSR
2017,49.21955,-114.9392667,5800,Soowa Mountain
2017,49.37048333,-114.59615,270,Centre Mountain - Modified Response
2017,49.00436667,-114.4116,903.1,Elder Creek
2017,49.42756667,-116.3802,20,Kuttat Creek
2017,49.05973333,-114.3024833,15448.8,Kenow Mountain
2017,49.62206667,-115.70065,398,St. Mary's River
2017,50.3451,-115.5992667,61.3,White-Moscow Creek
2017,49.0942,-114.70295,98,Cabin Creek-Modified Response
2017,49.61431667,-116.1778667,6.3,St. Mary Lake Road
